"","P1","P2","P3","P4","P5","P6","P7","P8"
"12063","Chocolate Tart","Tuile Cookie","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"12064","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"12065","Lemon Lemonade","Orange Juice","Single Espresso",NA,NA,NA,NA,NA
"12066","Apple Danish","Green Tea",NA,NA,NA,NA,NA,NA
"12067","Tuile Cookie","Chocolate Croissant","Single Espresso",NA,NA,NA,NA,NA
"12068","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"12069","Apricot Danish",NA,NA,NA,NA,NA,NA,NA
"12070","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"12071","Napoleon Cake","Blackberry Tart",NA,NA,NA,NA,NA,NA
"12072","Chocolate Cake","Apple Croissant","Almond Twist",NA,NA,NA,NA,NA
"12073","Napoleon Cake","Marzipan Cookie","Tuile Cookie","Chocolate Coffee",NA,NA,NA,NA
"12074","Casino Cake","Apple Tart",NA,NA,NA,NA,NA,NA
"12075","Vanilla Meringue","Apricot Danish","Almond Bear Claw","Blueberry Danish",NA,NA,NA,NA
"12076","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"12077","Truffle Cake","Gongolais Cookie","Lemon Cookie",NA,NA,NA,NA,NA
"12078","Chocolate Cake","Casino Cake","Ganache Cookie","Almond Twist","Chocolate Coffee",NA,NA,NA
"12079","Blueberry Tart","Apricot Croissant","Raspberry Lemonade","Hot Coffee","Single Espresso",NA,NA,NA
"12080","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12081","Napoleon Cake","Berry Tart","Bottled Water",NA,NA,NA,NA,NA
"12082","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"12083","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12084","Apricot Croissant","Apple Danish","Orange Juice",NA,NA,NA,NA,NA
"12085","Truffle Cake","Apple Tart","Berry Tart","Gongolais Cookie","Lemon Cookie","Almond Twist",NA,NA
"12086","Apple Pie","Almond Twist",NA,NA,NA,NA,NA,NA
"12087","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA,NA,NA
"12088","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"12089","Coffee Eclair","Apple Pie","Chocolate Tart","Almond Twist",NA,NA,NA,NA
"12090","Chocolate Cake","Apple Tart","Cherry Soda","Single Espresso",NA,NA,NA,NA
"12091","Casino Cake","Almond Tart",NA,NA,NA,NA,NA,NA
"12092","Chocolate Tart","Apple Danish","Green Tea",NA,NA,NA,NA,NA
"12093","Truffle Cake","Chocolate Eclair","Apple Tart","Berry Tart","Lemon Tart","Ganache Cookie","Marzipan Cookie","Chocolate Coffee"
"12094","Coffee Eclair","Blackberry Tart","Chocolate Meringue","Apricot Croissant","Blueberry Danish","Lemon Lemonade","Single Espresso",NA
"12095","Casino Cake","Napoleon Cake","Blueberry Tart","Blueberry Danish",NA,NA,NA,NA
"12096","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12097","Lemon Cake","Apple Tart","Lemon Tart",NA,NA,NA,NA,NA
"12098","Casino Cake","Cherry Tart","Marzipan Cookie","Single Espresso",NA,NA,NA,NA
"12099","Chocolate Eclair","Ganache Cookie","Apple Croissant","Lemon Lemonade","Green Tea",NA,NA,NA
"12100","Lemon Tart","Walnut Cookie","Cheese Croissant",NA,NA,NA,NA,NA
"12101","Almond Croissant","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"12102","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12103","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"12104","Apple Tart","Apple Danish","Orange Juice",NA,NA,NA,NA,NA
"12105","Coffee Eclair","Walnut Cookie",NA,NA,NA,NA,NA,NA
"12106","Opera Cake","Cherry Tart","Apricot Danish","Bottled Water",NA,NA,NA,NA
"12107","Coffee Eclair","Apple Pie","Almond Twist","Orange Juice","Hot Coffee","Cherry Soda",NA,NA
"12108","Apple Tart","Lemon Tart","Marzipan Cookie",NA,NA,NA,NA,NA
"12109","Coffee Eclair","Almond Tart","Blackberry Tart","Lemon Tart","Apple Croissant","Green Tea","Single Espresso",NA
"12110","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"12111","Coffee Eclair","Blueberry Tart","Apricot Croissant","Hot Coffee","Vanilla Frappuccino",NA,NA,NA
"12112","Lemon Cake","Lemon Tart","Chocolate Croissant",NA,NA,NA,NA,NA
"12113","Opera Cake","Pecan Tart","Chocolate Croissant","Blueberry Danish",NA,NA,NA,NA
"12114","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"12115","Opera Cake","Cherry Tart","Chocolate Meringue","Apricot Danish",NA,NA,NA,NA
"12116","Truffle Cake","Chocolate Tart","Gongolais Cookie","Walnut Cookie","Apricot Danish",NA,NA,NA
"12117","Lemon Cake","Lemon Tart","Ganache Cookie","Tuile Cookie",NA,NA,NA,NA
"12118","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12119","Opera Cake","Cherry Soda",NA,NA,NA,NA,NA,NA
"12120","Chocolate Cake","Casino Cake","Almond Tart","Apple Tart","Lemon Tart","Marzipan Cookie","Apricot Croissant","Chocolate Coffee"
"12121","Truffle Cake","Tuile Cookie",NA,NA,NA,NA,NA,NA
"12122","Truffle Cake","Apricot Tart","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA
"12123","Lemon Cake","Coffee Eclair","Cherry Tart",NA,NA,NA,NA,NA
"12124","Opera Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"12125","Truffle Cake","Napoleon Cake","Gongolais Cookie","Chocolate Meringue","Apricot Croissant","Blueberry Danish","Single Espresso",NA
"12126","Napoleon Cake","Apricot Tart","Apricot Croissant",NA,NA,NA,NA,NA
"12127","Blueberry Danish",NA,NA,NA,NA,NA,NA,NA
"12128","Chocolate Cake","Opera Cake","Almond Tart","Lemon Tart","Ganache Cookie","Green Tea",NA,NA
"12129","Ganache Cookie",NA,NA,NA,NA,NA,NA,NA
"12130","Tuile Cookie","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"12131","Vanilla Eclair","Blueberry Danish","Bottled Water",NA,NA,NA,NA,NA
"12132","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"12133","Coffee Eclair","Napoleon Cake","Tuile Cookie","Blueberry Danish","Single Espresso",NA,NA,NA
"12134","Casino Cake","Almond Tart","Marzipan Cookie","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA
"12135","Apricot Tart","Berry Tart","Chocolate Meringue","Chocolate Croissant","Apricot Danish","Bottled Water","Vanilla Frappuccino",NA
"12136","Casino Cake","Raspberry Cookie","Marzipan Cookie","Tuile Cookie","Cherry Soda","Single Espresso",NA,NA
"12137","Truffle Cake","Berry Tart","Ganache Cookie","Blueberry Danish","Orange Juice",NA,NA,NA
"12138","Chocolate Tart","Vanilla Meringue","Marzipan Cookie",NA,NA,NA,NA,NA
"12139","Chocolate Croissant","Almond Bear Claw","Bottled Water","Hot Coffee",NA,NA,NA,NA
"12140","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12141","Single Espresso",NA,NA,NA,NA,NA,NA,NA
"12142","Coffee Eclair","Apple Pie","Berry Tart","Almond Twist","Hot Coffee",NA,NA,NA
"12143","Walnut Cookie","Green Tea","Single Espresso",NA,NA,NA,NA,NA
"12144","Apple Pie","Cherry Tart","Blueberry Danish",NA,NA,NA,NA,NA
"12145","Marzipan Cookie","Tuile Cookie","Apple Croissant",NA,NA,NA,NA,NA
"12146","Coffee Eclair","Apple Tart","Walnut Cookie","Lemon Lemonade",NA,NA,NA,NA
"12147","Opera Cake","Cherry Tart","Chocolate Coffee",NA,NA,NA,NA,NA
"12148","Blackberry Tart","Pecan Tart","Walnut Cookie","Orange Juice","Green Tea",NA,NA,NA
"12149","Apple Tart","Apple Croissant","Hot Coffee","Chocolate Coffee",NA,NA,NA,NA
"12150","Chocolate Cake","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA
"12151","Truffle Cake","Chocolate Meringue","Apple Danish","Raspberry Lemonade",NA,NA,NA,NA
"12152","Marzipan Cookie","Tuile Cookie","Apricot Danish",NA,NA,NA,NA,NA
"12153","Napoleon Cake","Pecan Tart","Marzipan Cookie","Almond Twist","Lemon Lemonade",NA,NA,NA
"12154","Lemon Cake","Almond Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"12155","Opera Cake","Strawberry Cake","Napoleon Cake","Apple Pie","Apple Danish","Raspberry Lemonade","Orange Juice",NA
"12156","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"12157","Chocolate Eclair","Marzipan Cookie","Bottled Water",NA,NA,NA,NA,NA
"12158","Truffle Cake","Gongolais Cookie","Chocolate Meringue","Blueberry Danish",NA,NA,NA,NA
"12159","Blueberry Tart","Vanilla Meringue","Hot Coffee",NA,NA,NA,NA,NA
"12160","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA,NA,NA
"12161","Apricot Tart","Tuile Cookie",NA,NA,NA,NA,NA,NA
"12162","Lemon Cake","Napoleon Cake","Lemon Cookie",NA,NA,NA,NA,NA
"12163","Cherry Tart","Raspberry Lemonade","Single Espresso",NA,NA,NA,NA,NA
"12164","Almond Tart","Apple Croissant","Cheese Croissant","Bottled Water",NA,NA,NA,NA
"12165","Coffee Eclair","Berry Tart","Raspberry Cookie","Lemon Cookie","Marzipan Cookie","Bottled Water",NA,NA
"12166","Opera Cake","Strawberry Cake","Berry Tart","Bottled Water",NA,NA,NA,NA
"12167","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"12168","Vanilla Meringue","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"12169","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"12170","Apricot Croissant","Lemon Lemonade","Orange Juice","Single Espresso",NA,NA,NA,NA
"12171","Apple Pie","Blackberry Tart","Blueberry Tart","Pecan Tart","Marzipan Cookie","Tuile Cookie","Walnut Cookie","Apricot Danish"
"12172","Lemon Cake","Opera Cake","Vanilla Eclair","Blueberry Tart","Chocolate Tart","Lemon Tart","Gongolais Cookie","Apricot Danish"
"12173","Apple Pie",NA,NA,NA,NA,NA,NA,NA
"12174","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"12175","Lemon Cake","Lemon Tart","Chocolate Meringue","Apple Danish",NA,NA,NA,NA
"12176","Apple Tart","Ganache Cookie","Apricot Danish",NA,NA,NA,NA,NA
"12177","Lemon Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"12178","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"12179","Truffle Cake","Almond Tart","Almond Croissant",NA,NA,NA,NA,NA
"12180","Pecan Tart","Lemon Cookie","Chocolate Meringue","Walnut Cookie","Raspberry Lemonade",NA,NA,NA
"12181","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"12182","Blueberry Tart","Apple Croissant","Chocolate Croissant","Bottled Water",NA,NA,NA,NA
"12183","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"12184","Vanilla Meringue","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"12185","Berry Tart","Marzipan Cookie","Almond Croissant","Apricot Danish",NA,NA,NA,NA
"12186","Almond Croissant","Cheese Croissant","Apricot Danish","Blueberry Danish",NA,NA,NA,NA
"12187","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"12188","Truffle Cake","Apple Tart",NA,NA,NA,NA,NA,NA
"12189","Chocolate Eclair","Vanilla Eclair","Blueberry Danish",NA,NA,NA,NA,NA
"12190","Apricot Tart","Blueberry Tart","Cherry Tart","Chocolate Coffee",NA,NA,NA,NA
"12191","Chocolate Cake","Berry Tart","Gongolais Cookie","Almond Bear Claw","Bottled Water",NA,NA,NA
"12192","Pecan Tart","Chocolate Meringue","Apricot Croissant","Green Tea",NA,NA,NA,NA
"12193","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea","Chocolate Coffee",NA,NA
"12194","Apricot Tart","Almond Twist","Raspberry Lemonade",NA,NA,NA,NA,NA
"12195","Truffle Cake","Gongolais Cookie","Raspberry Cookie","Chocolate Coffee",NA,NA,NA,NA
"12196","Chocolate Eclair","Bottled Water",NA,NA,NA,NA,NA,NA
"12197","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12198","Berry Tart","Blackberry Tart","Raspberry Cookie","Vanilla Meringue",NA,NA,NA,NA
"12199","Casino Cake","Chocolate Eclair",NA,NA,NA,NA,NA,NA
"12200","Casino Cake","Apricot Croissant","Blueberry Danish",NA,NA,NA,NA,NA
"12201","Lemon Cake","Lemon Tart","Bottled Water","Hot Coffee",NA,NA,NA,NA
"12202","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"12203","Napoleon Cake","Cheese Croissant","Apple Danish","Single Espresso",NA,NA,NA,NA
"12204","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"12205","Truffle Cake","Apricot Tart","Gongolais Cookie","Cheese Croissant",NA,NA,NA,NA
"12206","Lemon Cake","Coffee Eclair","Apple Pie","Lemon Cookie","Almond Twist","Hot Coffee",NA,NA
"12207","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"12208","Lemon Cake","Lemon Tart","Ganache Cookie","Almond Twist","Bottled Water",NA,NA,NA
"12209","Blueberry Tart","Apricot Croissant","Hot Coffee","Vanilla Frappuccino",NA,NA,NA,NA
"12210","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12211","Lemon Cake","Vanilla Meringue","Tuile Cookie","Walnut Cookie","Blueberry Danish","Orange Juice",NA,NA
"12212","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12213","Ganache Cookie","Gongolais Cookie","Green Tea",NA,NA,NA,NA,NA
"12214","Vanilla Meringue","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA
"12215","Chocolate Croissant","Green Tea",NA,NA,NA,NA,NA,NA
"12216","Truffle Cake","Walnut Cookie","Green Tea",NA,NA,NA,NA,NA
"12217","Berry Tart","Vanilla Meringue","Apple Danish","Bottled Water",NA,NA,NA,NA
"12218","Blackberry Tart","Cheese Croissant","Lemon Lemonade","Orange Juice","Single Espresso",NA,NA,NA
"12219","Ganache Cookie","Bottled Water",NA,NA,NA,NA,NA,NA
"12220","Chocolate Cake","Gongolais Cookie","Chocolate Coffee",NA,NA,NA,NA,NA
"12221","Chocolate Cake","Casino Cake","Chocolate Meringue","Chocolate Coffee",NA,NA,NA,NA
"12222","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"12223","Strawberry Cake","Napoleon Cake","Lemon Cookie","Almond Croissant",NA,NA,NA,NA
"12224","Cherry Tart","Raspberry Cookie","Apricot Danish",NA,NA,NA,NA,NA
"12225","Truffle Cake","Gongolais Cookie","Orange Juice",NA,NA,NA,NA,NA
"12226","Lemon Cake","Chocolate Tart","Chocolate Meringue","Bottled Water",NA,NA,NA,NA
"12227","Berry Tart","Vanilla Meringue","Blueberry Danish",NA,NA,NA,NA,NA
"12228","Pecan Tart","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA,NA
"12229","Vanilla Eclair","Pecan Tart","Single Espresso",NA,NA,NA,NA,NA
"12230","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"12231","Strawberry Cake","Napoleon Cake","Blueberry Danish",NA,NA,NA,NA,NA
"12232","Truffle Cake","Vanilla Eclair","Lemon Tart",NA,NA,NA,NA,NA
"12233","Berry Tart","Blackberry Tart","Green Tea",NA,NA,NA,NA,NA
"12234","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"12235","Apple Pie","Blueberry Tart","Chocolate Tart","Walnut Cookie","Apricot Croissant","Vanilla Frappuccino",NA,NA
"12236","Coffee Eclair","Blackberry Tart",NA,NA,NA,NA,NA,NA
"12237","Ganache Cookie","Gongolais Cookie","Apricot Croissant","Lemon Lemonade","Vanilla Frappuccino",NA,NA,NA
"12238","Chocolate Tart","Apricot Danish","Hot Coffee",NA,NA,NA,NA,NA
"12239","Casino Cake","Strawberry Cake","Almond Croissant",NA,NA,NA,NA,NA
"12240","Apple Danish","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA,NA
"12241","Truffle Cake","Napoleon Cake","Gongolais Cookie","Tuile Cookie",NA,NA,NA,NA
"12242","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"12243","Chocolate Cake","Coffee Eclair",NA,NA,NA,NA,NA,NA
"12244","Walnut Cookie","Hot Coffee",NA,NA,NA,NA,NA,NA
"12245","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12246","Strawberry Cake","Gongolais Cookie","Marzipan Cookie","Almond Twist",NA,NA,NA,NA
"12247","Gongolais Cookie",NA,NA,NA,NA,NA,NA,NA
"12248","Apricot Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"12249","Strawberry Cake","Tuile Cookie","Cheese Croissant","Orange Juice","Single Espresso",NA,NA,NA
"12250","Chocolate Cake","Coffee Eclair","Blackberry Tart","Green Tea",NA,NA,NA,NA
"12251","Berry Tart","Blueberry Tart","Cheese Croissant",NA,NA,NA,NA,NA
"12252","Vanilla Eclair","Chocolate Tart","Cherry Tart",NA,NA,NA,NA,NA
"12253","Marzipan Cookie","Lemon Lemonade","Bottled Water",NA,NA,NA,NA,NA
"12254","Truffle Cake","Gongolais Cookie","Lemon Cookie","Hot Coffee",NA,NA,NA,NA
"12255","Lemon Cake","Strawberry Cake","Apricot Danish",NA,NA,NA,NA,NA
"12256","Truffle Cake","Vanilla Meringue","Apricot Croissant",NA,NA,NA,NA,NA
"12257","Casino Cake","Opera Cake","Walnut Cookie","Almond Croissant","Apple Danish","Almond Twist","Hot Coffee","Chocolate Coffee"
"12258","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"12259","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"12260","Strawberry Cake","Vanilla Eclair","Apple Tart","Chocolate Croissant",NA,NA,NA,NA
"12261","Berry Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"12262","Napoleon Cake","Apple Tart","Vanilla Meringue","Apple Croissant","Apple Danish",NA,NA,NA
"12263","Chocolate Eclair","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"12264","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12265","Berry Tart","Lemon Lemonade",NA,NA,NA,NA,NA,NA
"12266","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"12267","Lemon Cake","Lemon Tart","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA
"12268","Blueberry Tart","Apricot Croissant","Apricot Danish",NA,NA,NA,NA,NA
"12269","Cheese Croissant","Apricot Danish",NA,NA,NA,NA,NA,NA
"12270","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12271","Chocolate Cake","Napoleon Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"12272","Chocolate Eclair","Raspberry Cookie","Lemon Cookie","Tuile Cookie","Apricot Croissant","Lemon Lemonade","Raspberry Lemonade","Vanilla Frappuccino"
"12273","Lemon Cake","Lemon Tart","Ganache Cookie","Bottled Water",NA,NA,NA,NA
"12274","Casino Cake","Apple Tart","Vanilla Meringue","Apricot Croissant","Cheese Croissant","Almond Twist","Orange Juice","Chocolate Coffee"
"12275","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"12276","Marzipan Cookie","Cheese Croissant","Almond Bear Claw","Single Espresso",NA,NA,NA,NA
"12277","Lemon Cake","Apple Pie","Blueberry Tart","Apple Croissant",NA,NA,NA,NA
"12278","Lemon Lemonade","Single Espresso",NA,NA,NA,NA,NA,NA
"12279","Vanilla Eclair","Chocolate Meringue","Vanilla Frappuccino",NA,NA,NA,NA,NA
"12280","Casino Cake","Blueberry Tart","Chocolate Meringue","Tuile Cookie",NA,NA,NA,NA
"12281","Ganache Cookie","Single Espresso",NA,NA,NA,NA,NA,NA
"12282","Berry Tart","Lemon Tart","Bottled Water","Single Espresso",NA,NA,NA,NA
"12283","Strawberry Cake","Blueberry Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA
"12284","Coffee Eclair","Raspberry Lemonade","Bottled Water",NA,NA,NA,NA,NA
"12285","Casino Cake","Almond Tart","Chocolate Meringue",NA,NA,NA,NA,NA
"12286","Casino Cake",NA,NA,NA,NA,NA,NA,NA
"12287","Strawberry Cake","Napoleon Cake","Chocolate Meringue","Almond Bear Claw",NA,NA,NA,NA
"12288","Opera Cake","Coffee Eclair","Apple Pie","Almond Twist","Almond Bear Claw",NA,NA,NA
"12289","Lemon Cake","Strawberry Cake","Truffle Cake",NA,NA,NA,NA,NA
"12290","Opera Cake","Chocolate Meringue","Vanilla Frappuccino",NA,NA,NA,NA,NA
"12291","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"12292","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"12293","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"12294","Berry Tart","Marzipan Cookie","Orange Juice",NA,NA,NA,NA,NA
"12295","Truffle Cake","Coffee Eclair","Tuile Cookie","Chocolate Croissant",NA,NA,NA,NA
"12296","Lemon Cake","Coffee Eclair","Lemon Tart",NA,NA,NA,NA,NA
"12297","Berry Tart",NA,NA,NA,NA,NA,NA,NA
"12298","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"12299","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12300","Lemon Cake","Casino Cake",NA,NA,NA,NA,NA,NA
"12301","Lemon Cake","Casino Cake","Almond Tart","Lemon Tart",NA,NA,NA,NA
"12302","Blackberry Tart","Lemon Tart","Blueberry Danish","Lemon Lemonade",NA,NA,NA,NA
"12303","Vanilla Eclair","Almond Tart",NA,NA,NA,NA,NA,NA
"12304","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"12305","Pecan Tart","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"12306","Chocolate Eclair","Pecan Tart","Raspberry Cookie","Cheese Croissant","Chocolate Croissant","Almond Twist","Lemon Lemonade","Orange Juice"
"12307","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"12308","Chocolate Eclair",NA,NA,NA,NA,NA,NA,NA
"12309","Opera Cake","Almond Bear Claw","Orange Juice",NA,NA,NA,NA,NA
"12310","Coffee Eclair","Apricot Tart","Blackberry Tart","Chocolate Coffee",NA,NA,NA,NA
"12311","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"12312","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12313","Opera Cake","Cherry Tart","Marzipan Cookie","Apricot Danish","Raspberry Lemonade",NA,NA,NA
"12314","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"12315","Blackberry Tart","Cherry Tart","Lemon Cookie","Apricot Danish",NA,NA,NA,NA
"12316","Cheese Croissant","Blueberry Danish","Orange Juice",NA,NA,NA,NA,NA
"12317","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12318","Lemon Cake","Gongolais Cookie","Apricot Danish","Almond Bear Claw",NA,NA,NA,NA
"12319","Almond Tart","Blueberry Tart","Apricot Croissant","Green Tea","Hot Coffee",NA,NA,NA
"12320","Chocolate Tart","Marzipan Cookie","Tuile Cookie","Single Espresso",NA,NA,NA,NA
"12321","Chocolate Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"12322","Lemon Cake","Apricot Danish",NA,NA,NA,NA,NA,NA
"12323","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12324","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"12325","Casino Cake","Chocolate Tart","Almond Twist",NA,NA,NA,NA,NA
"12326","Tuile Cookie","Orange Juice","Bottled Water","Hot Coffee",NA,NA,NA,NA
"12327","Lemon Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"12328","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"12329","Napoleon Cake","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"12330","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"12331","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"12332","Blackberry Tart","Chocolate Tart",NA,NA,NA,NA,NA,NA
"12333","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"12334","Almond Bear Claw","Single Espresso",NA,NA,NA,NA,NA,NA
"12335","Almond Croissant","Cheese Croissant","Orange Juice","Bottled Water",NA,NA,NA,NA
"12336","Strawberry Cake","Napoleon Cake","Apple Danish",NA,NA,NA,NA,NA
"12337","Opera Cake","Napoleon Cake","Apple Tart","Almond Croissant",NA,NA,NA,NA
"12338","Blackberry Tart","Apricot Croissant","Cheese Croissant","Apple Danish","Blueberry Danish","Orange Juice","Vanilla Frappuccino",NA
