"","P1","P2","P3","P4","P5","P6","P7","P8"
"2715","Lemon Cake","Almond Tart","Apple Croissant","Lemon Lemonade",NA,NA,NA,NA
"2716","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2717","Almond Croissant","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"2718","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2719","Pecan Tart","Almond Bear Claw","Raspberry Lemonade","Green Tea",NA,NA,NA,NA
"2720","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2721","Blueberry Tart","Apricot Croissant","Cheese Croissant","Raspberry Lemonade","Hot Coffee",NA,NA,NA
"2722","Opera Cake","Vanilla Eclair","Apple Pie","Blackberry Tart","Orange Juice",NA,NA,NA
"2723","Coffee Eclair","Cherry Tart","Lemon Lemonade",NA,NA,NA,NA,NA
"2724","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"2725","Blueberry Tart","Tuile Cookie","Apricot Croissant","Apricot Danish","Hot Coffee",NA,NA,NA
"2726","Apple Tart","Apple Croissant","Apple Danish","Almond Bear Claw","Cherry Soda",NA,NA,NA
"2727","Lemon Cake","Chocolate Tart","Marzipan Cookie","Orange Juice",NA,NA,NA,NA
"2728","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"2729","Strawberry Cake","Pecan Tart","Single Espresso",NA,NA,NA,NA,NA
"2730","Truffle Cake","Vanilla Eclair","Ganache Cookie","Almond Croissant","Apricot Croissant","Apricot Danish","Vanilla Frappuccino",NA
"2731","Chocolate Meringue","Almond Croissant",NA,NA,NA,NA,NA,NA
"2732","Gongolais Cookie","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"2733","Opera Cake","Chocolate Eclair","Blueberry Tart","Chocolate Tart","Cherry Tart","Apple Croissant",NA,NA
"2734","Berry Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"2735","Truffle Cake","Blueberry Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"2736","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2737","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2738","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2739","Truffle Cake",NA,NA,NA,NA,NA,NA,NA
"2740","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"2741","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2742","Apricot Croissant","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"2743","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"2744","Berry Tart","Cheese Croissant","Bottled Water",NA,NA,NA,NA,NA
"2745","Opera Cake","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA
"2746","Strawberry Cake","Vanilla Eclair","Napoleon Cake","Apricot Danish","Raspberry Lemonade",NA,NA,NA
"2747","Raspberry Cookie","Cherry Soda",NA,NA,NA,NA,NA,NA
"2748","Blueberry Tart","Apricot Croissant","Green Tea","Hot Coffee",NA,NA,NA,NA
"2749","Apricot Croissant","Apricot Danish",NA,NA,NA,NA,NA,NA
"2750","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"2751","Gongolais Cookie","Lemon Lemonade","Chocolate Coffee",NA,NA,NA,NA,NA
"2752","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2753","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"2754","Almond Bear Claw","Bottled Water","Single Espresso",NA,NA,NA,NA,NA
"2755","Opera Cake","Chocolate Eclair","Vanilla Eclair","Walnut Cookie","Cheese Croissant",NA,NA,NA
"2756","Casino Cake",NA,NA,NA,NA,NA,NA,NA
"2757","Cheese Croissant","Apricot Danish","Bottled Water",NA,NA,NA,NA,NA
"2758","Apple Tart","Raspberry Cookie","Almond Twist",NA,NA,NA,NA,NA
"2759","Opera Cake","Apricot Tart","Blueberry Tart",NA,NA,NA,NA,NA
"2760","Napoleon Cake","Blueberry Tart","Apricot Croissant","Almond Twist","Hot Coffee",NA,NA,NA
"2761","Berry Tart","Lemon Lemonade","Bottled Water",NA,NA,NA,NA,NA
"2762","Coffee Eclair","Napoleon Cake","Berry Tart","Bottled Water",NA,NA,NA,NA
"2763","Apple Pie","Gongolais Cookie","Almond Croissant","Orange Juice","Chocolate Coffee",NA,NA,NA
"2764","Strawberry Cake","Lemon Tart","Chocolate Coffee",NA,NA,NA,NA,NA
"2765","Strawberry Cake","Vanilla Eclair","Apple Tart","Vanilla Meringue","Raspberry Lemonade","Green Tea",NA,NA
"2766","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2767","Truffle Cake","Vanilla Eclair","Gongolais Cookie",NA,NA,NA,NA,NA
"2768","Chocolate Cake","Casino Cake","Chocolate Meringue","Chocolate Coffee",NA,NA,NA,NA
"2769","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2770","Vanilla Eclair","Apple Pie","Almond Twist","Lemon Lemonade",NA,NA,NA,NA
"2771","Chocolate Eclair","Berry Tart","Pecan Tart","Bottled Water","Hot Coffee",NA,NA,NA
"2772","Lemon Cake","Lemon Tart","Lemon Cookie",NA,NA,NA,NA,NA
"2773","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"2774","Truffle Cake","Vanilla Eclair","Berry Tart","Ganache Cookie","Lemon Cookie","Chocolate Croissant","Blueberry Danish","Raspberry Lemonade"
"2775","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2776","Berry Tart","Almond Twist","Bottled Water",NA,NA,NA,NA,NA
"2777","Truffle Cake","Apple Pie","Gongolais Cookie","Single Espresso",NA,NA,NA,NA
"2778","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"2779","Coffee Eclair","Blackberry Tart","Almond Croissant","Cheese Croissant","Single Espresso",NA,NA,NA
"2780","Marzipan Cookie","Tuile Cookie","Bottled Water","Chocolate Coffee",NA,NA,NA,NA
"2781","Berry Tart","Chocolate Meringue","Apple Croissant",NA,NA,NA,NA,NA
"2782","Strawberry Cake","Blackberry Tart","Cherry Soda",NA,NA,NA,NA,NA
"2783","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"2784","Cheese Croissant","Orange Juice","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2785","Chocolate Eclair","Ganache Cookie","Raspberry Cookie","Tuile Cookie","Cherry Soda",NA,NA,NA
"2786","Truffle Cake","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"2787","Lemon Tart","Marzipan Cookie","Apricot Danish","Apple Danish",NA,NA,NA,NA
"2788","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA,NA
"2789","Blueberry Tart","Pecan Tart","Ganache Cookie","Raspberry Cookie","Almond Bear Claw","Green Tea",NA,NA
"2790","Chocolate Croissant",NA,NA,NA,NA,NA,NA,NA
"2791","Cherry Tart","Tuile Cookie","Apricot Croissant","Cheese Croissant",NA,NA,NA,NA
"2792","Truffle Cake","Vanilla Eclair","Gongolais Cookie","Apple Danish",NA,NA,NA,NA
"2793","Opera Cake","Apple Pie","Cherry Tart","Apricot Danish","Green Tea",NA,NA,NA
"2794","Coffee Eclair","Blackberry Tart","Chocolate Meringue","Apple Croissant","Raspberry Lemonade","Green Tea","Cherry Soda","Single Espresso"
"2795","Almond Twist","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"2796","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2797","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2798","Strawberry Cake","Ganache Cookie","Tuile Cookie","Walnut Cookie","Lemon Lemonade",NA,NA,NA
"2799","Lemon Cake","Lemon Tart","Chocolate Meringue","Raspberry Lemonade",NA,NA,NA,NA
"2800","Chocolate Cake","Coffee Eclair","Blackberry Tart",NA,NA,NA,NA,NA
"2801","Chocolate Cake","Casino Cake","Chocolate Eclair","Chocolate Coffee",NA,NA,NA,NA
"2802","Coffee Eclair","Blackberry Tart","Ganache Cookie","Almond Bear Claw",NA,NA,NA,NA
"2803","Chocolate Eclair","Berry Tart","Tuile Cookie","Lemon Lemonade",NA,NA,NA,NA
"2804","Napoleon Cake","Apple Pie","Chocolate Meringue","Vanilla Meringue","Raspberry Lemonade","Cherry Soda",NA,NA
"2805","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2806","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"2807","Opera Cake","Cherry Tart","Tuile Cookie","Apricot Danish",NA,NA,NA,NA
"2808","Chocolate Cake","Truffle Cake",NA,NA,NA,NA,NA,NA
"2809","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"2810","Berry Tart","Blueberry Tart","Chocolate Croissant","Orange Juice",NA,NA,NA,NA
"2811","Almond Tart","Apricot Croissant","Lemon Lemonade","Green Tea",NA,NA,NA,NA
"2812","Berry Tart","Bottled Water","Single Espresso",NA,NA,NA,NA,NA
"2813","Opera Cake","Apple Pie","Cherry Tart","Apricot Danish","Almond Bear Claw",NA,NA,NA
"2814","Opera Cake","Apple Tart","Blackberry Tart","Walnut Cookie",NA,NA,NA,NA
"2815","Chocolate Eclair","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"2816","Apricot Tart","Cherry Tart","Almond Twist","Blueberry Danish","Bottled Water",NA,NA,NA
"2817","Strawberry Cake","Chocolate Meringue","Blueberry Danish","Cherry Soda",NA,NA,NA,NA
"2818","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"2819","Cherry Tart","Lemon Tart","Almond Croissant","Apple Croissant","Chocolate Croissant","Orange Juice","Cherry Soda",NA
"2820","Apricot Croissant","Lemon Lemonade",NA,NA,NA,NA,NA,NA
"2821","Chocolate Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"2822","Opera Cake","Cherry Tart","Walnut Cookie","Apple Croissant","Apricot Danish","Vanilla Frappuccino",NA,NA
"2823","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"2824","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2825","Lemon Cake","Marzipan Cookie","Chocolate Croissant","Apricot Danish","Apple Danish","Orange Juice",NA,NA
"2826","Strawberry Cake","Marzipan Cookie","Almond Croissant","Orange Juice",NA,NA,NA,NA
"2827","Apricot Tart","Raspberry Cookie","Chocolate Croissant","Raspberry Lemonade",NA,NA,NA,NA
"2828","Lemon Tart","Cheese Croissant","Chocolate Coffee",NA,NA,NA,NA,NA
"2829","Chocolate Meringue","Blueberry Danish",NA,NA,NA,NA,NA,NA
"2830","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2831","Strawberry Cake","Apricot Tart","Blackberry Tart",NA,NA,NA,NA,NA
"2832","Marzipan Cookie","Tuile Cookie","Walnut Cookie","Almond Croissant","Hot Coffee",NA,NA,NA
"2833","Walnut Cookie","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"2834","Truffle Cake","Ganache Cookie","Gongolais Cookie","Lemon Lemonade",NA,NA,NA,NA
"2835","Coffee Eclair","Napoleon Cake",NA,NA,NA,NA,NA,NA
"2836","Truffle Cake","Chocolate Eclair","Almond Tart","Blackberry Tart","Almond Croissant",NA,NA,NA
"2837","Lemon Cake","Napoleon Cake","Apple Pie","Blueberry Danish",NA,NA,NA,NA
"2838","Opera Cake","Chocolate Meringue","Cherry Soda",NA,NA,NA,NA,NA
"2839","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2840","Truffle Cake","Chocolate Meringue","Walnut Cookie",NA,NA,NA,NA,NA
"2841","Blackberry Tart","Apricot Croissant","Lemon Lemonade",NA,NA,NA,NA,NA
"2842","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2843","Lemon Cake","Opera Cake","Apple Croissant",NA,NA,NA,NA,NA
"2844","Truffle Cake","Chocolate Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2845","Apricot Croissant","Raspberry Lemonade",NA,NA,NA,NA,NA,NA
"2846","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2847","Chocolate Cake","Casino Cake","Walnut Cookie","Almond Twist","Chocolate Coffee",NA,NA,NA
"2848","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"2849","Vanilla Eclair","Apple Croissant","Apricot Danish",NA,NA,NA,NA,NA
"2850","Casino Cake",NA,NA,NA,NA,NA,NA,NA
"2851","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"2852","Apple Tart","Lemon Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA
"2853","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2854","Opera Cake","Chocolate Tart","Ganache Cookie","Raspberry Cookie","Cheese Croissant","Chocolate Croissant","Bottled Water",NA
"2855","Apple Pie","Chocolate Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2856","Chocolate Croissant","Green Tea",NA,NA,NA,NA,NA,NA
"2857","Lemon Cake","Apple Croissant","Chocolate Croissant","Raspberry Lemonade",NA,NA,NA,NA
"2858","Casino Cake","Almond Tart","Cheese Croissant","Orange Juice","Cherry Soda",NA,NA,NA
"2859","Apricot Croissant","Raspberry Lemonade","Orange Juice","Vanilla Frappuccino",NA,NA,NA,NA
"2860","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2861","Lemon Cake","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"2862","Vanilla Meringue","Tuile Cookie","Bottled Water","Chocolate Coffee","Single Espresso",NA,NA,NA
"2863","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2864","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2865","Chocolate Cake",NA,NA,NA,NA,NA,NA,NA
"2866","Lemon Cake","Opera Cake","Blueberry Danish",NA,NA,NA,NA,NA
"2867","Chocolate Cake","Hot Coffee",NA,NA,NA,NA,NA,NA
"2868","Raspberry Cookie","Hot Coffee",NA,NA,NA,NA,NA,NA
"2869","Apple Pie","Ganache Cookie","Apple Croissant","Apricot Croissant","Almond Bear Claw","Lemon Lemonade",NA,NA
"2870","Almond Tart","Apple Pie","Blackberry Tart","Pecan Tart","Chocolate Coffee",NA,NA,NA
"2871","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2872","Lemon Tart","Almond Bear Claw","Vanilla Frappuccino","Cherry Soda",NA,NA,NA,NA
"2873","Casino Cake","Coffee Eclair","Napoleon Cake","Cherry Tart","Apricot Danish",NA,NA,NA
"2874","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"2875","Berry Tart","Lemon Lemonade","Bottled Water",NA,NA,NA,NA,NA
"2876","Casino Cake","Chocolate Tart","Apple Danish",NA,NA,NA,NA,NA
"2877","Strawberry Cake","Cheese Croissant","Orange Juice","Bottled Water",NA,NA,NA,NA
"2878","Chocolate Cake","Casino Cake","Cherry Tart","Chocolate Croissant","Chocolate Coffee",NA,NA,NA
"2879","Chocolate Cake","Almond Tart","Apple Tart","Blackberry Tart","Blueberry Tart","Lemon Cookie","Bottled Water",NA
"2880","Chocolate Eclair","Apple Pie","Blackberry Tart","Hot Coffee",NA,NA,NA,NA
"2881","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"2882","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2883","Almond Bear Claw","Blueberry Danish",NA,NA,NA,NA,NA,NA
"2884","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"2885","Cherry Tart","Raspberry Lemonade","Bottled Water",NA,NA,NA,NA,NA
"2886","Marzipan Cookie","Tuile Cookie","Chocolate Croissant",NA,NA,NA,NA,NA
"2887","Vanilla Eclair","Blackberry Tart","Lemon Tart","Apple Croissant","Apricot Danish","Green Tea","Vanilla Frappuccino",NA
"2888","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"2889","Cheese Croissant","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA,NA
"2890","Marzipan Cookie","Tuile Cookie","Single Espresso",NA,NA,NA,NA,NA
"2891","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2892","Hot Coffee",NA,NA,NA,NA,NA,NA,NA
"2893","Chocolate Eclair","Napoleon Cake","Walnut Cookie","Bottled Water",NA,NA,NA,NA
"2894","Strawberry Cake","Napoleon Cake","Cheese Croissant",NA,NA,NA,NA,NA
"2895","Lemon Cake","Chocolate Meringue","Apple Croissant","Apricot Danish",NA,NA,NA,NA
"2896","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"2897","Coffee Eclair","Apple Tart","Lemon Cookie","Apricot Danish",NA,NA,NA,NA
"2898","Gongolais Cookie",NA,NA,NA,NA,NA,NA,NA
"2899","Cherry Tart","Raspberry Cookie","Apricot Danish",NA,NA,NA,NA,NA
"2900","Coffee Eclair","Orange Juice",NA,NA,NA,NA,NA,NA
"2901","Gongolais Cookie","Blueberry Danish","Lemon Lemonade",NA,NA,NA,NA,NA
"2902","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2903","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"2904","Lemon Cake","Opera Cake","Apple Pie","Blueberry Tart","Chocolate Tart","Gongolais Cookie","Cherry Soda",NA
"2905","Vanilla Eclair","Apricot Tart","Apricot Danish","Lemon Lemonade",NA,NA,NA,NA
"2906","Strawberry Cake","Truffle Cake","Napoleon Cake","Blueberry Tart","Apple Croissant","Almond Twist","Orange Juice",NA
"2907","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2908","Lemon Cake","Apple Danish","Almond Twist",NA,NA,NA,NA,NA
"2909","Casino Cake","Vanilla Eclair","Apple Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA
"2910","Lemon Cake","Lemon Cookie","Walnut Cookie","Hot Coffee",NA,NA,NA,NA
"2911","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"2912","Gongolais Cookie","Marzipan Cookie","Walnut Cookie","Orange Juice",NA,NA,NA,NA
"2913","Chocolate Cake",NA,NA,NA,NA,NA,NA,NA
"2914","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"2915","Gongolais Cookie","Raspberry Cookie","Walnut Cookie","Orange Juice",NA,NA,NA,NA
"2916","Strawberry Cake","Napoleon Cake","Lemon Lemonade",NA,NA,NA,NA,NA
"2917","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"2918","Pecan Tart","Gongolais Cookie","Orange Juice",NA,NA,NA,NA,NA
"2919","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2920","Lemon Cake","Almond Twist",NA,NA,NA,NA,NA,NA
"2921","Blueberry Tart","Chocolate Tart","Almond Twist",NA,NA,NA,NA,NA
"2922","Lemon Cake","Lemon Tart","Chocolate Coffee",NA,NA,NA,NA,NA
"2923","Truffle Cake","Gongolais Cookie","Almond Twist",NA,NA,NA,NA,NA
"2924","Apple Tart","Blackberry Tart","Gongolais Cookie","Chocolate Meringue","Apple Croissant","Apple Danish","Almond Twist","Cherry Soda"
"2925","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2926","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2927","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2928","Berry Tart","Blackberry Tart","Bottled Water",NA,NA,NA,NA,NA
"2929","Chocolate Cake","Chocolate Eclair","Blackberry Tart",NA,NA,NA,NA,NA
"2930","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2931","Truffle Cake","Napoleon Cake","Gongolais Cookie","Tuile Cookie","Apple Croissant",NA,NA,NA
"2932","Lemon Tart","Cheese Croissant","Almond Bear Claw","Orange Juice",NA,NA,NA,NA
"2933","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"2934","Almond Tart","Cherry Tart","Blueberry Danish",NA,NA,NA,NA,NA
"2935","Raspberry Cookie","Lemon Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"2936","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2937","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"2938","Cherry Tart","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"2939","Opera Cake","Blueberry Tart","Cherry Tart","Ganache Cookie","Apricot Danish","Blueberry Danish",NA,NA
"2940","Strawberry Cake","Napoleon Cake","Marzipan Cookie","Almond Croissant","Green Tea",NA,NA,NA
"2941","Hot Coffee","Cherry Soda",NA,NA,NA,NA,NA,NA
"2942","Apple Tart","Almond Croissant","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA
"2943","Truffle Cake","Chocolate Eclair","Berry Tart","Blackberry Tart","Gongolais Cookie","Apple Croissant","Blueberry Danish",NA
"2944","Blackberry Tart","Tuile Cookie",NA,NA,NA,NA,NA,NA
"2945","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2946","Chocolate Cake","Apple Croissant","Apricot Croissant",NA,NA,NA,NA,NA
"2947","Truffle Cake","Raspberry Cookie","Apricot Croissant","Orange Juice","Single Espresso",NA,NA,NA
"2948","Almond Croissant","Cheese Croissant","Almond Bear Claw","Lemon Lemonade","Orange Juice",NA,NA,NA
"2949","Opera Cake","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"2950","Opera Cake","Chocolate Eclair","Coffee Eclair","Apple Croissant","Chocolate Coffee",NA,NA,NA
"2951","Chocolate Cake","Casino Cake","Chocolate Eclair","Chocolate Coffee",NA,NA,NA,NA
"2952","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"2953","Lemon Cake","Cherry Tart",NA,NA,NA,NA,NA,NA
"2954","Lemon Cake","Opera Cake","Pecan Tart","Walnut Cookie",NA,NA,NA,NA
"2955","Lemon Cake","Strawberry Cake","Lemon Tart","Chocolate Coffee",NA,NA,NA,NA
"2956","Apple Pie","Lemon Cookie","Chocolate Coffee",NA,NA,NA,NA,NA
"2957","Chocolate Cake","Cherry Tart","Almond Croissant","Blueberry Danish",NA,NA,NA,NA
"2958","Apricot Tart","Blueberry Tart","Apricot Croissant","Orange Juice","Hot Coffee","Chocolate Coffee",NA,NA
"2959","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"2960","Chocolate Cake","Pecan Tart","Single Espresso",NA,NA,NA,NA,NA
"2961","Blueberry Tart","Almond Croissant",NA,NA,NA,NA,NA,NA
"2962","Lemon Cake","Almond Tart","Marzipan Cookie","Chocolate Coffee",NA,NA,NA,NA
"2963","Chocolate Cake","Strawberry Cake","Truffle Cake","Apple Tart","Bottled Water","Cherry Soda",NA,NA
"2964","Strawberry Cake","Almond Croissant","Chocolate Coffee",NA,NA,NA,NA,NA
"2965","Strawberry Cake","Napoleon Cake","Bottled Water",NA,NA,NA,NA,NA
"2966","Blueberry Tart","Apricot Croissant","Apple Danish","Hot Coffee",NA,NA,NA,NA
"2967","Casino Cake","Napoleon Cake","Berry Tart","Bottled Water",NA,NA,NA,NA
"2968","Truffle Cake","Gongolais Cookie","Marzipan Cookie",NA,NA,NA,NA,NA
"2969","Ganache Cookie","Lemon Cookie","Apricot Croissant",NA,NA,NA,NA,NA
"2970","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"2971","Gongolais Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"2972","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2973","Opera Cake","Truffle Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA
"2974","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"2975","Cherry Soda",NA,NA,NA,NA,NA,NA,NA
"2976","Coffee Eclair","Blackberry Tart","Raspberry Cookie","Almond Bear Claw","Single Espresso",NA,NA,NA
"2977","Blackberry Tart","Raspberry Cookie","Tuile Cookie","Walnut Cookie",NA,NA,NA,NA
"2978","Truffle Cake","Blackberry Tart","Apricot Croissant","Raspberry Lemonade",NA,NA,NA,NA
"2979","Vanilla Eclair","Berry Tart","Raspberry Cookie","Walnut Cookie","Almond Twist","Bottled Water",NA,NA
"2980","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"2981","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"2982","Truffle Cake","Gongolais Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"2983","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"2984","Apple Pie","Tuile Cookie","Apple Croissant",NA,NA,NA,NA,NA
"2985","Almond Bear Claw",NA,NA,NA,NA,NA,NA,NA
"2986","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"2987","Vanilla Eclair","Almond Tart","Apple Pie","Cherry Tart","Vanilla Meringue","Almond Croissant","Chocolate Coffee","Cherry Soda"
"2988","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"2989","Truffle Cake","Almond Tart","Apricot Croissant",NA,NA,NA,NA,NA
"2990","Vanilla Eclair","Apricot Croissant",NA,NA,NA,NA,NA,NA
"2991","Marzipan Cookie","Tuile Cookie","Apricot Danish",NA,NA,NA,NA,NA
"2992","Chocolate Cake","Blueberry Tart","Pecan Tart","Marzipan Cookie",NA,NA,NA,NA
"2993","Chocolate Tart","Chocolate Croissant","Orange Juice","Vanilla Frappuccino",NA,NA,NA,NA
